antecedent,consequent,support,confidence,lift,is_confirmed,conf_bucket
B00NETKFJU,B00NEU02JW,0.0007058823529411,0.3333333333333333,157.40740740740745,1,Mid (0.3-0.6)
B00NEU02JW,B00NETKFJU,0.0007058823529411,0.3333333333333333,157.40740740740745,1,Mid (0.3-0.6)
B009VUHW60,B00NEU02JW,0.0007058823529411,0.3333333333333333,157.40740740740745,1,Mid (0.3-0.6)
B01M684G55,B00KSPBYJS,0.0007058823529411,0.375,144.88636363636363,1,Mid (0.3-0.6)
B08H3S943X,B01C82SCGG,0.0007058823529411,0.375,144.88636363636363,1,Mid (0.3-0.6)
B01C82SCGG,B08H3S943X,0.0007058823529411,0.2727272727272727,144.88636363636363,1,Low (<0.3)
B00KSPBYJS,B01M684G55,0.0007058823529411,0.2727272727272727,144.88636363636363,1,Low (<0.3)
B00EZPXYP4,B0144NYEY6,0.0007058823529411,0.3,141.6666666666667,1,Low (<0.3)
B0144NYEY6,B00EZPXYP4,0.0007058823529411,0.3333333333333333,141.66666666666669,1,Mid (0.3-0.6)
B075CNFD2V,B08H48X4WQ,0.0011764705882352,0.25,132.8125,1,Low (<0.3)
B00G2EVF3E,B00ZKZYKMO,0.0007058823529411,0.375,132.8125,1,Mid (0.3-0.6)
B00ZKZYKMO,B00G2EVF3E,0.0007058823529411,0.25,132.8125,1,Low (<0.3)
B08H48X4WQ,B075CNFD2V,0.0011764705882352,0.6249999999999999,132.8125,1,High (>0.6)
B00KFL8OES,B07CGPQBT6,0.0011764705882352,0.3333333333333333,128.78787878787878,1,Mid (0.3-0.6)
B07CGPQBT6,B00KFL8OES,0.0011764705882352,0.4545454545454545,128.78787878787875,1,Mid (0.3-0.6)
B00Z9TMH1W,B01MG6DORB,0.0007058823529411,0.2,121.42857142857144,1,Low (<0.3)
B00S4JOPI2,B00KSOQ66K,0.0007058823529411,0.4285714285714286,121.42857142857144,1,Mid (0.3-0.6)
B00KSOQ66K,B00S4JOPI2,0.0007058823529411,0.2,121.42857142857144,1,Low (<0.3)
B01MG6DORB,B00Z9TMH1W,0.0007058823529411,0.4285714285714286,121.42857142857144,1,Mid (0.3-0.6)
B07ZP4DMWR,B01L7SJQGM,0.0011764705882352,0.2777777777777778,118.05555555555556,1,Low (<0.3)
B01L7SJQGM,B07ZP4DMWR,0.0011764705882352,0.5,118.05555555555556,1,Mid (0.3-0.6)
B07ZJ6RY1W,B07L3D7C21,0.0009411764705882,0.25,118.05555555555556,1,Low (<0.3)
B07L3D7C21,B07ZJ6RY1W,0.0009411764705882,0.4444444444444445,118.05555555555556,1,Mid (0.3-0.6)
B00E5GJ7QS,B00AMEFZ72,0.0011764705882352,0.217391304347826,115.4891304347826,1,Low (<0.3)
B009GE437W,B009GE3WUQ,0.0011764705882352,0.217391304347826,115.4891304347826,1,Low (<0.3)
B00AMEFZ72,B00E5GJ7QS,0.0011764705882352,0.6249999999999999,115.4891304347826,1,High (>0.6)
B009GE3WUQ,B009GE437W,0.0011764705882352,0.6249999999999999,115.4891304347826,1,High (>0.6)
B00OPYZORG,B00PSGW79I,0.0016470588235294,0.7000000000000001,114.42307692307692,1,High (>0.6)
B00PSGW79I,B00OPYZORG,0.0016470588235294,0.2692307692307692,114.42307692307692,1,Low (<0.3)
B08DBDD6CM,B08NVVLB16,0.0009411764705882,0.2857142857142857,110.38961038961035,1,Low (<0.3)
B08NVVLB16,B08DBDD6CM,0.0009411764705882,0.3636363636363636,110.38961038961035,1,Mid (0.3-0.6)
B00ZHQ39F0,B00DB2BI00,0.0009411764705882,0.3076923076923077,108.97435897435898,1,Mid (0.3-0.6)
B01MG8P418,B016XBGWAQ,0.0009411764705882,0.3076923076923077,108.97435897435898,1,Mid (0.3-0.6)
B00DB2BI00,B00ZHQ39F0,0.0009411764705882,0.3333333333333333,108.97435897435896,1,Mid (0.3-0.6)
B016XBGWAQ,B01MG8P418,0.0009411764705882,0.3333333333333333,108.97435897435896,1,Mid (0.3-0.6)
B071RLFY84,B00NG7K2RA,0.0007058823529411,0.15,106.25,1,Low (<0.3)
B00NG7K2RA,B071RLFY84,0.0007058823529411,0.5,106.25,1,Mid (0.3-0.6)
B00CZDSK7K,B00H59CTW6,0.0007058823529411,0.2727272727272727,105.37190082644626,1,Low (<0.3)
B00H59CTW6,B00CZDSK7K,0.0007058823529411,0.2727272727272727,105.37190082644626,1,Low (<0.3)
B00NTBZJO4,B071KV3X66,0.0007058823529411,0.2727272727272727,105.37190082644626,1,Low (<0.3)
B071KV3X66,B00NTBZJO4,0.0007058823529411,0.2727272727272727,105.37190082644626,1,Low (<0.3)
B07YBXFF99,B003ZDOFF0,0.0007058823529411,0.2142857142857143,101.1904761904762,1,Low (<0.3)
B003ZDOFF0,B07YBXFF99,0.0007058823529411,0.3333333333333333,101.1904761904762,1,Mid (0.3-0.6)
B01JH4966I,B00O2GW3EO,0.0007058823529411,0.3333333333333333,101.1904761904762,1,Mid (0.3-0.6)
B00O2GW3EO,B01JH4966I,0.0007058823529411,0.2142857142857143,101.1904761904762,1,Low (<0.3)
B00L59D9HG,B00YQ74LVM,0.0014117647058823,0.375,99.609375,1,Mid (0.3-0.6)
B00YQ74LVM,B00L59D9HG,0.0014117647058823,0.375,99.609375,1,Mid (0.3-0.6)
B00DC7G2W8,B00DC7G0GG,0.0009411764705882,0.2105263157894737,99.41520467836258,1,Low (<0.3)
B00DC7G0GG,B00DC7G2W8,0.0009411764705882,0.4444444444444445,99.41520467836258,1,Mid (0.3-0.6)
B016QUXTZU,B07GQ16726,0.0011764705882352,0.1851851851851851,98.37962962962962,1,Low (<0.3)
B07GQ16726,B016QUXTZU,0.0011764705882352,0.6249999999999999,98.37962962962962,1,High (>0.6)
B01DE4DTAG,B00P0HHNJO,0.0007058823529411,0.1153846153846153,98.0769230769231,1,Low (<0.3)
B00HM1XPN4,B07BLRF329,0.0007058823529411,0.2307692307692307,98.0769230769231,1,Low (<0.3)
B00P0HHNJO,B01DE4DTAG,0.0007058823529411,0.6000000000000001,98.07692307692308,1,High (>0.6)
B07BLRF329,B00HM1XPN4,0.0007058823529411,0.3,98.07692307692308,1,Low (<0.3)
B001EHD9N8,B01BF9X6LO,0.0007058823529411,0.2727272727272727,96.59090909090908,1,Low (<0.3)
B09RJZSQML,B07GFH8NTB,0.0007058823529411,0.2727272727272727,96.59090909090908,1,Low (<0.3)
B01BF9X6LO,B001EHD9N8,0.0007058823529411,0.25,96.59090909090908,1,Low (<0.3)
B07GFH8NTB,B09RJZSQML,0.0007058823529411,0.25,96.59090909090908,1,Low (<0.3)
B004LLHFAW,B004GUTRYK,0.0007058823529411,0.2,94.44444444444446,1,Low (<0.3)
B004GUTRYK,B004LLHFAW,0.0007058823529411,0.3333333333333333,94.44444444444446,1,Mid (0.3-0.6)
B018FY9JN6,B00RCT2FRI,0.0009411764705882,0.5,92.3913043478261,1,Mid (0.3-0.6)
B00RCT2FRI,B018FY9JN6,0.0009411764705882,0.1739130434782608,92.39130434782608,1,Low (<0.3)
B00ZHQ39F0,B00KTORA0K,0.0011764705882352,0.3846153846153846,90.8119658119658,1,Mid (0.3-0.6)
B00KTORA0K,B00ZHQ39F0,0.0011764705882352,0.2777777777777778,90.8119658119658,1,Low (<0.3)
B0BHV9DVVG,B0BP81V9B7,0.0009411764705882,0.25,88.54166666666666,1,Low (<0.3)
B0796CFWKG,B091MZPYBQ,0.0007058823529411,0.5,88.54166666666666,1,Mid (0.3-0.6)
B0BP81V9B7,B0BHV9DVVG,0.0009411764705882,0.3333333333333333,88.54166666666666,1,Mid (0.3-0.6)
B091MZPYBQ,B0796CFWKG,0.0007058823529411,0.125,88.54166666666666,1,Low (<0.3)
B00O2GW3EO,B016L6NTFO,0.0009411764705882,0.2857142857142857,86.73469387755101,1,Low (<0.3)
B016L6NTFO,B00O2GW3EO,0.0009411764705882,0.2857142857142857,86.73469387755101,1,Low (<0.3)
B01MSJH8DZ,B00L827P98,0.0009411764705882,0.2,85.00000000000001,1,Low (<0.3)
B01L7SJQGM,B071RLFY84,0.0009411764705882,0.4,85.00000000000001,1,Mid (0.3-0.6)
B071RLFY84,B01L7SJQGM,0.0009411764705882,0.2,85.00000000000001,1,Low (<0.3)
B00L827P98,B01MSJH8DZ,0.0009411764705882,0.4,85.00000000000001,1,Mid (0.3-0.6)
B004HD55VK,B003ZDOFF0,0.0007058823529411,0.1764705882352941,83.33333333333334,1,Low (<0.3)
B003ZDOFF0,B004HD55VK,0.0007058823529411,0.3333333333333333,83.33333333333334,1,Mid (0.3-0.6)
B00HTK1NCS,B07CRX5X9T,0.0007058823529411,0.2142857142857143,82.79220779220779,1,Low (<0.3)
B07CRX5X9T,B00HTK1NCS,0.0007058823529411,0.2727272727272727,82.79220779220778,1,Low (<0.3)
B00P0HIZXM,B01DE4DTAG,0.0011764705882352,0.5,81.73076923076923,1,Mid (0.3-0.6)
B01DE4DTAG,B00P0HIZXM,0.0011764705882352,0.1923076923076923,81.73076923076923,1,Low (<0.3)
B01L7SJ9BE,B01637RFR4,0.0007058823529411,0.3,79.68750000000001,1,Low (<0.3)
B071RLFY84,B08H3S943X,0.0007058823529411,0.15,79.68750000000001,1,Low (<0.3)
B08H3S943X,B071RLFY84,0.0007058823529411,0.375,79.6875,1,Mid (0.3-0.6)
B01637RFR4,B01L7SJ9BE,0.0007058823529411,0.1875,79.6875,1,Low (<0.3)
B07ZP4DMWR,B0BP81V9B7,0.0009411764705882,0.2222222222222222,78.70370370370371,1,Low (<0.3)
B0BP81V9B7,B07ZP4DMWR,0.0009411764705882,0.3333333333333333,78.70370370370371,1,Mid (0.3-0.6)
B00NG7JVSQ,B01637RFR4,0.0011764705882352,0.2941176470588235,78.12499999999999,1,Low (<0.3)
B01637RFR4,B00NG7JVSQ,0.0011764705882352,0.3124999999999999,78.12499999999999,1,Mid (0.3-0.6)
B07N1XKY1L,B0088TN7BO,0.0007058823529411,0.2,77.27272727272727,1,Low (<0.3)
B0088TN7BO,B07N1XKY1L,0.0007058823529411,0.2727272727272727,77.27272727272727,1,Low (<0.3)
B01GY3601E,B07QQ8N7LL,0.0007058823529411,0.2307692307692307,75.44378698224853,1,Low (<0.3)
B07QQ8N7LL,B01GY3601E,0.0007058823529411,0.2307692307692307,75.44378698224853,1,Low (<0.3)
B01HBJ4MPQ,B00KCYMAWK,0.0007058823529411,0.3,75.00000000000001,1,Low (<0.3)
B00KCYMAWK,B01HBJ4MPQ,0.0007058823529411,0.1764705882352941,75.00000000000001,1,Low (<0.3)
B00B2TET3C,B00E5GJ7QS,0.0009411764705882,0.4,73.91304347826087,1,Mid (0.3-0.6)
B00E5GJ7QS,B00B2TET3C,0.0009411764705882,0.1739130434782608,73.91304347826087,1,Low (<0.3)
B07T3Z11QJ,B0C6H9T5T6,0.0011764705882352,0.5555555555555556,73.78472222222223,1,Mid (0.3-0.6)
B07ZP4DMWR,B0BHV9DVVG,0.0011764705882352,0.2777777777777778,73.78472222222223,1,Low (<0.3)
B0C6H9T5T6,B07T3Z11QJ,0.0011764705882352,0.1562499999999999,73.78472222222221,1,Low (<0.3)
B0BHV9DVVG,B07ZP4DMWR,0.0011764705882352,0.3124999999999999,73.78472222222221,1,Mid (0.3-0.6)
B00AMEFZ72,B009WJNXAE,0.0009411764705882,0.5,73.27586206896552,1,Mid (0.3-0.6)
B009WJNXAE,B00AMEFZ72,0.0009411764705882,0.1379310344827586,73.27586206896551,1,Low (<0.3)
B01DE4DTAG,B07TDNWYSB,0.0009411764705882,0.1538461538461538,72.64957264957266,1,Low (<0.3)
B07TDNWYSB,B01DE4DTAG,0.0009411764705882,0.4444444444444445,72.64957264957265,1,Mid (0.3-0.6)
B00NUAK25A,B018FY9JN6,0.0007058823529411,0.1363636363636363,72.44318181818181,1,Low (<0.3)
B018FY9JN6,B00NUAK25A,0.0007058823529411,0.375,72.44318181818181,1,Mid (0.3-0.6)
B07MSG4GLJ,B0157M35JI,0.0007058823529411,0.3,70.83333333333336,1,Low (<0.3)
B00CES8EFY,B00KTORA0K,0.0007058823529411,0.3,70.83333333333336,1,Low (<0.3)
B00KTORA0K,B00CES8EFY,0.0007058823529411,0.1666666666666666,70.83333333333334,1,Low (<0.3)
B0157M35JI,B07MSG4GLJ,0.0007058823529411,0.1666666666666666,70.83333333333334,1,Low (<0.3)
B00FY5PLTQ,B071RLFY84,0.0009411764705882,0.3333333333333333,70.83333333333333,1,Mid (0.3-0.6)
B071RLFY84,B00FY5PLTQ,0.0009411764705882,0.2,70.83333333333333,1,Low (<0.3)
B00Y1T6WAI,B00P4AVA78,0.0009411764705882,0.5,70.83333333333333,1,Mid (0.3-0.6)
B00P4AVA78,B00Y1T6WAI,0.0009411764705882,0.1333333333333333,70.83333333333333,1,Low (<0.3)
B073K6WMJ9,B087NN2K41,0.0009411764705882,0.3636363636363636,70.24793388429751,1,Mid (0.3-0.6)
B087NN2K41,B073K6WMJ9,0.0009411764705882,0.1818181818181818,70.24793388429751,1,Low (<0.3)
B077V4H3VJ,B01NBI48IK,0.0011764705882352,0.2631578947368421,69.90131578947368,1,Low (<0.3)
B01NBI48IK,B077V4H3VJ,0.0011764705882352,0.3124999999999999,69.90131578947367,1,Mid (0.3-0.6)
B00KCYMAWK,B00XGNNN52,0.0007058823529411,0.1764705882352941,68.18181818181819,1,Low (<0.3)
B00XGNNN52,B00KCYMAWK,0.0007058823529411,0.2727272727272727,68.18181818181817,1,Low (<0.3)
B00RCT2FRI,B00NUAK25A,0.0018823529411764,0.3478260869565217,67.19367588932806,1,Mid (0.3-0.6)
B00NUAK25A,B00RCT2FRI,0.0018823529411764,0.3636363636363636,67.19367588932805,1,Mid (0.3-0.6)
B077V4H3VJ,B00UB051NA,0.0007058823529411,0.1578947368421052,67.10526315789475,1,Low (<0.3)
B00UB051NA,B077V4H3VJ,0.0007058823529411,0.3,67.10526315789474,1,Low (<0.3)
B07GFH8NTB,B098KXQJVY,0.0007058823529411,0.25,66.40625,1,Low (<0.3)
B098KXQJVY,B07GFH8NTB,0.0007058823529411,0.1875,66.40625,1,Low (<0.3)
B00503E8S2,B004LLHFAW,0.0007058823529411,0.2307692307692307,65.38461538461539,1,Low (<0.3)
B004LLHFAW,B00503E8S2,0.0007058823529411,0.2,65.38461538461539,1,Low (<0.3)
B00QH8YULY,B00LUJ1658,0.0007058823529411,0.1363636363636363,64.39393939393939,1,Low (<0.3)
B00LUJ1658,B00QH8YULY,0.0007058823529411,0.3333333333333333,64.39393939393939,1,Mid (0.3-0.6)
B00LUJ1658,B00NUAK25A,0.0007058823529411,0.3333333333333333,64.39393939393939,1,Mid (0.3-0.6)
B00NUAK25A,B00LUJ1658,0.0007058823529411,0.1363636363636363,64.39393939393939,1,Low (<0.3)
B07D3JSZ8F,B087NN2K41,0.0011764705882352,0.3333333333333333,64.39393939393939,1,Mid (0.3-0.6)
B07ZP4DMWR,B08LY7TGBP,0.0007058823529411,0.1666666666666666,64.39393939393939,1,Low (<0.3)
B08LY7TGBP,B07ZP4DMWR,0.0007058823529411,0.2727272727272727,64.39393939393939,1,Low (<0.3)
B00CRHF748,B00E4MCCF6,0.0009411764705882,0.1666666666666666,64.39393939393939,1,Low (<0.3)
B087NN2K41,B07D3JSZ8F,0.0011764705882352,0.2272727272727272,64.39393939393938,1,Low (<0.3)
B00E4MCCF6,B00CRHF748,0.0009411764705882,0.3636363636363636,64.39393939393938,1,Mid (0.3-0.6)
B00QXBIC6O,B00QSGLPXG,0.0009411764705882,0.2105263157894737,63.90977443609023,1,Low (<0.3)
B00QSGLPXG,B00QXBIC6O,0.0009411764705882,0.2857142857142857,63.909774436090224,1,Low (<0.3)
B004I1JTEK,B00K0NV5J2,0.0007058823529411,0.3,63.750000000000014,1,Low (<0.3)
B00K0NV5J2,B004I1JTEK,0.0007058823529411,0.15,63.750000000000014,1,Low (<0.3)
B07MFMFW34,B00JDP1AWU,0.0011764705882352,0.119047619047619,63.24404761904761,1,Low (<0.3)
B091MZPYBQ,B08DBDD6CM,0.0011764705882352,0.2083333333333333,63.24404761904761,1,Low (<0.3)
B08DBDD6CM,B091MZPYBQ,0.0011764705882352,0.3571428571428571,63.244047619047606,1,Mid (0.3-0.6)
B00JDP1AWU,B07MFMFW34,0.0011764705882352,0.6249999999999999,63.244047619047606,1,High (>0.6)
B00HAOGSYG,B00MA6FBMY,0.0007058823529411,0.1578947368421052,61.004784688995215,1,Low (<0.3)
B00MA6FBMY,B00HAOGSYG,0.0007058823529411,0.2727272727272727,61.00478468899521,1,Low (<0.3)
B00F3HU1EU,B00E9B1OCE,0.0009411764705882,0.3076923076923077,59.44055944055944,1,Mid (0.3-0.6)
B00E9B1OCE,B00F3HU1EU,0.0009411764705882,0.1818181818181818,59.44055944055943,1,Low (<0.3)
B07ZP4DMWR,B071RLFY84,0.0011764705882352,0.2777777777777778,59.027777777777786,1,Low (<0.3)
B071RLFY84,B07ZP4DMWR,0.0011764705882352,0.25,59.027777777777786,1,Low (<0.3)
B00OKYQZDI,B01MU8XWHN,0.0011764705882352,0.125,59.027777777777786,1,Low (<0.3)
B01MU8XWHN,B00OKYQZDI,0.0011764705882352,0.5555555555555556,59.027777777777786,1,Mid (0.3-0.6)
B00DB2BI00,B00KTORA0K,0.0007058823529411,0.25,59.027777777777786,1,Low (<0.3)
B00KTORA0K,B00DB2BI00,0.0007058823529411,0.1666666666666666,59.02777777777778,1,Low (<0.3)
B0C4XQ496G,B091MZPYBQ,0.0009411764705882,0.3333333333333333,59.02777777777777,1,Mid (0.3-0.6)
B091MZPYBQ,B0C4XQ496G,0.0009411764705882,0.1666666666666666,59.02777777777777,1,Low (<0.3)
B071RLFY84,B01C82SCGG,0.0007058823529411,0.15,57.95454545454546,1,Low (<0.3)
B01C82SCGG,B071RLFY84,0.0007058823529411,0.2727272727272727,57.95454545454545,1,Low (<0.3)
B07MFMFW34,B003Z0BRDQ,0.0009411764705882,0.0952380952380952,57.823129251700685,1,Low (<0.3)
B003Z0BRDQ,B07MFMFW34,0.0009411764705882,0.5714285714285714,57.82312925170068,1,Mid (0.3-0.6)
B0BCK6L7S5,B09PBL98Q4,0.0007058823529411,0.1071428571428571,56.91964285714286,1,Low (<0.3)
B09PBL98Q4,B0BCK6L7S5,0.0007058823529411,0.375,56.91964285714285,1,Mid (0.3-0.6)
B0C3KYVDWT,B07L3D7C21,0.0007058823529411,0.12,56.66666666666668,1,Low (<0.3)
B07L3D7C21,B0C3KYVDWT,0.0007058823529411,0.3333333333333333,56.66666666666667,1,Mid (0.3-0.6)
B01617VPUY,B075CNFD2V,0.0011764705882352,0.2631578947368421,55.92105263157895,1,Low (<0.3)
B075CNFD2V,B01617VPUY,0.0011764705882352,0.25,55.92105263157895,1,Low (<0.3)
B09BF8XDF4,B098KXQJVY,0.0011764705882352,0.2083333333333333,55.33854166666666,1,Low (<0.3)
B098KXQJVY,B09BF8XDF4,0.0011764705882352,0.3124999999999999,55.33854166666665,1,Mid (0.3-0.6)
B00FB13Y74,B00KWVZ750,0.0011764705882352,0.2941176470588235,54.34782608695652,1,Low (<0.3)
B00KWVZ750,B00FB13Y74,0.0011764705882352,0.217391304347826,54.34782608695652,1,Low (<0.3)
B00F3HU1EU,B00F4A1GN6,0.0011764705882352,0.3846153846153846,52.729528535980144,1,Mid (0.3-0.6)
B00F4A1GN6,B00F3HU1EU,0.0011764705882352,0.1612903225806451,52.729528535980144,1,Low (<0.3)
B0064TVQ5E,B004LZIZHU,0.0007058823529411,0.1111111111111111,52.46913580246915,1,Low (<0.3)
B004LZIZHU,B0064TVQ5E,0.0007058823529411,0.3333333333333333,52.46913580246914,1,Mid (0.3-0.6)
B076QLVN87,B06XJB3V8T,0.0007058823529411,0.1666666666666666,50.5952380952381,1,Low (<0.3)
B06XJB3V8T,B076QLVN87,0.0007058823529411,0.2142857142857143,50.5952380952381,1,Low (<0.3)
B07BWJWBJL,B07SRWRH5D,0.0014117647058823,0.75,50.595238095238095,1,High (>0.6)
B07SRWRH5D,B07BWJWBJL,0.0014117647058823,0.0952380952380952,50.595238095238095,1,Low (<0.3)
B06ZYTHKR7,B00KIWEMIG,0.0007058823529411,0.2727272727272727,50.39525691699605,1,Low (<0.3)
B004GJ6BY0,B00A11AN6O,0.0007058823529411,0.2727272727272727,50.39525691699605,1,Low (<0.3)
B00KIWEMIG,B06ZYTHKR7,0.0007058823529411,0.1304347826086956,50.39525691699604,1,Low (<0.3)
B00A11AN6O,B004GJ6BY0,0.0007058823529411,0.1304347826086956,50.39525691699604,1,Low (<0.3)
B015X3CXXA,B01DE4DTAG,0.0009411764705882,0.3076923076923077,50.29585798816568,1,Mid (0.3-0.6)
B01DE4DTAG,B015X3CXXA,0.0009411764705882,0.1538461538461538,50.29585798816568,1,Low (<0.3)
B00FY5PBPA,B00NG7JVSQ,0.0007058823529411,0.2,50.0,1,Low (<0.3)
B00NG7JVSQ,B00FY5PBPA,0.0007058823529411,0.1764705882352941,50.0,1,Low (<0.3)
B087NNPYP3,B0CB8LZT7K,0.0007058823529411,0.081081081081081,49.22779922779923,1,Low (<0.3)
B0CB8LZT7K,B087NNPYP3,0.0007058823529411,0.4285714285714286,49.22779922779923,1,Mid (0.3-0.6)
B00HM1XPN4,B014R4KYMS,0.0007058823529411,0.2307692307692307,49.03846153846155,1,Low (<0.3)
B01DE4DTAG,B097FMTZCP,0.0007058823529411,0.1153846153846153,49.03846153846155,1,Low (<0.3)
B06XTW2R98,B00H4PEMM6,0.0007058823529411,0.2307692307692307,49.03846153846155,1,Low (<0.3)
B014R4KYMS,B00HM1XPN4,0.0007058823529411,0.15,49.03846153846154,1,Low (<0.3)
B00H4PEMM6,B06XTW2R98,0.0007058823529411,0.15,49.03846153846154,1,Low (<0.3)
B097FMTZCP,B01DE4DTAG,0.0007058823529411,0.3,49.03846153846154,1,Low (<0.3)
B009WJNXAE,B00LUJ1658,0.0007058823529411,0.1034482758620689,48.85057471264369,1,Low (<0.3)
B00LUJ1658,B009WJNXAE,0.0007058823529411,0.3333333333333333,48.85057471264368,1,Mid (0.3-0.6)
B0108G1FOA,B0081JPTXK,0.0007058823529411,0.2727272727272727,48.29545454545454,1,Low (<0.3)
B08JMQR2JK,B01J5A06OU,0.0007058823529411,0.0681818181818181,48.29545454545454,1,Low (<0.3)
B01J5A06OU,B08JMQR2JK,0.0007058823529411,0.5,48.29545454545454,1,Mid (0.3-0.6)
B0081JPTXK,B0108G1FOA,0.0007058823529411,0.125,48.29545454545454,1,Low (<0.3)
B091MZPYBQ,B08NVVLB16,0.0007058823529411,0.125,48.29545454545454,1,Low (<0.3)
B08NVVLB16,B091MZPYBQ,0.0007058823529411,0.2727272727272727,48.29545454545454,1,Low (<0.3)
B01BPPA75Q,B00YXZ4L2Q,0.0007058823529411,0.2142857142857143,47.93233082706767,1,Low (<0.3)
B00YXZ4L2Q,B01BPPA75Q,0.0007058823529411,0.1578947368421052,47.93233082706767,1,Low (<0.3)
B072MVYHH9,B06XJB3V8T,0.0007058823529411,0.1578947368421052,47.93233082706767,1,Low (<0.3)
B06XJB3V8T,B072MVYHH9,0.0007058823529411,0.2142857142857143,47.93233082706767,1,Low (<0.3)
B00DC7G2W8,B07DPK5NPD,0.0009411764705882,0.2105263157894737,47.09141274238228,1,Low (<0.3)
B07DPK5NPD,B00DC7G2W8,0.0009411764705882,0.2105263157894737,47.09141274238228,1,Low (<0.3)
B014V9AL9U,B004HE5TAG,0.0007058823529411,0.375,46.875,1,Mid (0.3-0.6)
B004HE5TAG,B014V9AL9U,0.0007058823529411,0.088235294117647,46.875,1,Low (<0.3)
B06XTW2R98,B074WXM13T,0.0007058823529411,0.2307692307692307,46.70329670329671,1,Low (<0.3)
B074WXM13T,B06XTW2R98,0.0007058823529411,0.1428571428571428,46.70329670329671,1,Low (<0.3)
B00Z9TM72Q,B06ZYTHKR7,0.0007058823529411,0.12,46.36363636363637,1,Low (<0.3)
B06ZYTHKR7,B00Z9TM72Q,0.0007058823529411,0.2727272727272727,46.36363636363636,1,Low (<0.3)
B072HJCY45,B00VXJ7DAC,0.0007058823529411,0.25,46.19565217391305,1,Low (<0.3)
B00YJJ0OQS,B017QU5G1O,0.0009411764705882,0.25,46.19565217391305,1,Low (<0.3)
B00VXJ7DAC,B072HJCY45,0.0007058823529411,0.1304347826086956,46.19565217391304,1,Low (<0.3)
B017QU5G1O,B00YJJ0OQS,0.0009411764705882,0.1739130434782608,46.19565217391304,1,Low (<0.3)
B00Q4WGTNK,B017BLMEJK,0.0011764705882352,0.3571428571428571,45.99567099567099,1,Mid (0.3-0.6)
B017BLMEJK,B00Q4WGTNK,0.0011764705882352,0.1515151515151515,45.99567099567099,1,Low (<0.3)
B00HRW8PRO,B07N1XKY1L,0.0007058823529411,0.1578947368421052,44.736842105263165,1,Low (<0.3)
B07N1XKY1L,B00HRW8PRO,0.0007058823529411,0.2,44.73684210526316,1,Low (<0.3)
B00PKJOJNA,B01ARIX8ZS,0.0007058823529411,0.1666666666666666,44.270833333333336,1,Low (<0.3)
B01ARIX8ZS,B00PKJOJNA,0.0007058823529411,0.1875,44.270833333333336,1,Low (<0.3)
B09BF8XDF4,B07GFH8NTB,0.0007058823529411,0.125,44.27083333333333,1,Low (<0.3)
B07GFH8NTB,B09BF8XDF4,0.0007058823529411,0.25,44.27083333333333,1,Low (<0.3)
